case_id	case_version	parent_test_id	ledger_entry	requirement	classification	applicability	oracle_id	oracle_version	oracle_type	oracle	evidence_requirement	pass_fail_rule	certification_impact	dependencies
BDOS-CON-001-P0060	1.0.0	BDOS-CON-001	0060	Function 9 uses formatted console output	REQUIRED	generic CP/M 2.2 baseline	OR-0060	1.0.0	positive predicate	Function 9 participates in the same formatted-output state and transformations as function 2.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0061	1.0.0	BDOS-CON-001	0061	Shared formatted-output state	REQUIRED	generic CP/M 2.2 baseline	OR-0061	1.0.0	positive predicate	Output by one function affects subsequent formatting by the other where the formatting rule depends on prior output state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0062	1.0.0	BDOS-CON-001	0062	TAB expansion	REQUIRED	generic CP/M 2.2 baseline	OR-0062	1.0.0	positive predicate	TABs at known logical columns expand to the required number of spaces to reach the next eight-column stop.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0063	1.0.0	BDOS-CON-001	0063	Function 2 participates in scrolling control	REQUIRED	generic CP/M 2.2 baseline	OR-0063	1.0.0	positive predicate	A deterministic keyboard-input harness should verify the documented scrolling-control behavior.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0064	1.0.0	BDOS-CON-001	0064	Function 9 participates in scrolling control	REQUIRED	generic CP/M 2.2 baseline	OR-0064	1.0.0	positive predicate	A deterministic keyboard-input harness should verify the documented scrolling-control behavior during function 9.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0065	1.0.0	BDOS-CON-001	0065	Function 2 participates in active printer echo	REQUIRED	generic CP/M 2.2 baseline	OR-0065	1.0.0	positive predicate	With printer echo enabled, function-2 output appears at the logical printer as well as the console.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0066	1.0.0	BDOS-CON-001	0066	Function 9 participates in active printer echo	REQUIRED	generic CP/M 2.2 baseline	OR-0066	1.0.0	positive predicate	With printer echo enabled, function-9 output appears at the logical printer as well as the console.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0067	1.0.0	BDOS-CON-001	0067	Function 2 has no function-specific return value	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0067	1.0.0	permitted variation	Tests must not require a function-2-specific result value.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0068	1.0.0	BDOS-CON-001	0068	Function 9 has no function-specific return value	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0068	1.0.0	permitted variation	Tests must not require a function-9-specific result value.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0069	1.0.0	BDOS-CON-001	0069	Exact logical-column update rules	PROFILE REQUIRED	the DRI formatted-console profile	OR-0069	1.0.0	profile-gated positive	Profile test exercises the complete character-by-character column state machine.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0070	1.0.0	BDOS-CON-001	0070	LF resets DRI logical column	PROFILE REQUIRED	the DRI formatted-console profile	OR-0070	1.0.0	profile-gated positive	Profile test separates LF state change from emitted LF byte.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0071	1.0.0	BDOS-CON-001	0071	CR does not reset DRI logical column	PROFILE REQUIRED	the DRI formatted-console profile	OR-0071	1.0.0	profile-gated positive	Profile test emits CR then probes later column-dependent output.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0072	1.0.0	BDOS-CON-001	0072	Pending-key buffering during formatted output	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0072	1.0.0	permitted variation	No baseline assertion about retained key or BIOS call count.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-CON-001-P0073	1.0.0	BDOS-CON-001	0073	Ctrl-C behavior after output pause	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0073	1.0.0	permitted variation	Exclude exact post-pause timing/state from certification; retain diagnostic coverage.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-CON-002-P0074	1.0.0	BDOS-CON-002	0074	DRI private formatted-output implementation state	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0074	1.0.0	anti-requirement	Do not test private DRI variable locations or internal implementation structure.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BDOS-CON-005-P0075	1.0.0	BDOS-CON-005	0075	Function 6 direct-output selection	REQUIRED	generic CP/M 2.2 baseline	OR-0075	1.0.0	positive predicate	Representative valid ASCII characters with E not FFh select the direct-output path.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-002-P0076	1.0.0	BDOS-CON-002	0076	Function 6 direct-output character source	REQUIRED	generic CP/M 2.2 baseline	OR-0076	1.0.0	positive predicate	Representative characters supplied in E are emitted unchanged through the logical-console output path.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
