ledger_entry	requirement	classification	applicability	parent_test_id	case_id	oracle_id	certification_impact
0575	SAVE page mapping	REQUIRED	generic CP/M 2.2 baseline	UTIL-001	UTIL-001-P0575	OR-0575	A FAIL defeats baseline certification; BLOCKED prevents certification.
0576	SAVE destructive replacement	NOT GUARANTEED	generic CP/M 2.2 baseline	CCP-004	CCP-004-P0576	OR-0576	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0577	TYPE byte-stream contract	REQUIRED	generic CP/M 2.2 baseline	UTIL-001	UTIL-001-P0577	OR-0577	A FAIL defeats baseline certification; BLOCKED prevents certification.
0578	CCP USER accepted range	REQUIRED	generic CP/M 2.2 baseline	CCP-004	CCP-004-P0578	OR-0578	A FAIL defeats baseline certification; BLOCKED prevents certification.
0579	Ordinary resident-command recovery	REQUIRED	generic CP/M 2.2 baseline	UTIL-001	UTIL-001-P0579	OR-0579	A FAIL defeats baseline certification; BLOCKED prevents certification.
0580	Exact resident output presentation	PROFILE REQUIRED	the DRI resident-presentation profile	ERROR-002	ERROR-002-P0580	OR-0580	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0581	Physical failure suspends the BDOS caller	REQUIRED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0581	OR-0581	A FAIL defeats baseline certification; BLOCKED prevents certification.
0582	Logical failures return without physical-error intervention	REQUIRED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0582	OR-0582	A FAIL defeats baseline certification; BLOCKED prevents certification.
0583	Ignored directory-search result is not validation	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-002	ERROR-002-P0583	OR-0583	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0584	Ignored directory-update result is not persistence	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0584	OR-0584	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0585	Post-ignore affected state is not a continuation contract	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0585	OR-0585	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0586	Physical-error abort abandons the interrupted caller	REQUIRED	generic CP/M 2.2 baseline	ERROR-002	ERROR-002-P0586	OR-0586	A FAIL defeats baseline certification; BLOCKED prevents certification.
0587	Abort recovery establishes a usable command environment	REQUIRED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0587	OR-0587	A FAIL defeats baseline certification; BLOCKED prevents certification.
0588	Exact recovery internals are not part of the contract	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-002	MEM-002-P0588	OR-0588	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0589	Loader ceiling and overlay TPA are distinct	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0589	OR-0589	A FAIL defeats baseline certification; BLOCKED prevents certification.
0590	CCP overlay invalidates ordinary RET assumptions	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0590	OR-0590	A FAIL defeats baseline certification; BLOCKED prevents certification.
0591	System ownership is an application obligation	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0591	OR-0591	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0592	Entry-stack storage may occupy overlayable memory	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0592	OR-0592	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0593	Cold BOOT public postcondition	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0593	OR-0593	A FAIL defeats baseline certification; BLOCKED prevents certification.
0594	Cold BOOT does not promise blanket memory clearing	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0594	OR-0594	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0595	WBOOT command-environment reconstruction	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0595	OR-0595	A FAIL defeats baseline certification; BLOCKED prevents certification.
0596	Residual state across WBOOT	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0596	OR-0596	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0597	Console-pending state across WBOOT	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0597	OR-0597	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0598	BIOS vector is a public runtime ABI	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0598	OR-0598	A FAIL defeats baseline certification; BLOCKED prevents certification.
0599	DPH structures are compatibility-visible	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0599	OR-0599	A FAIL defeats baseline certification; BLOCKED prevents certification.
0600	Direct BIOS calls expose raw device behavior	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0600	OR-0600	A FAIL defeats baseline certification; BLOCKED prevents certification.
0601	BIOS implementation details remain profile-specific	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0601	OR-0601	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0602	Function 40 selector and input	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0602	OR-0602	A FAIL defeats baseline certification; BLOCKED prevents certification.
0603	Function 40 allocation-block zero fill	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0603	OR-0603	A FAIL defeats baseline certification; BLOCKED prevents certification.
0604	Function 40 is not universal sparse-hole materialization	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0604	OR-0604	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0605	Function 40 result family	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0605	OR-0605	A FAIL defeats baseline certification; BLOCKED prevents certification.
0606	BIOS character services are raw device interfaces	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0606	OR-0606	A FAIL defeats baseline certification; BLOCKED prevents certification.
0607	Character devices remain distinct runtime paths	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0607	OR-0607	A FAIL defeats baseline certification; BLOCKED prevents certification.
0608	IOBYTE reassignment is runtime visible	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0608	OR-0608	A FAIL defeats baseline certification; BLOCKED prevents certification.
0609	IOBYTE access coherence	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0609	OR-0609	A FAIL defeats baseline certification; BLOCKED prevents certification.
0610	Field-preserving assignment changes	REQUIRED	generic CP/M 2.2 baseline	MEM-005	MEM-005-P0610	OR-0610	A FAIL defeats baseline certification; BLOCKED prevents certification.
0611	IOBYTE assignment does not validate device presence	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0611	OR-0611	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0612	STAT device-assignment semantics	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0612	OR-0612	A FAIL defeats baseline certification; BLOCKED prevents certification.
0613	Parameterized disk-structure coherence	REQUIRED	generic CP/M 2.2 baseline	MEM-005	MEM-005-P0613	OR-0613	A FAIL defeats baseline certification; BLOCKED prevents certification.
0614	DPB-dependent directory allocation-map width	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0614	OR-0614	A FAIL defeats baseline certification; BLOCKED prevents certification.
0615	Logical directory placement	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0615	OR-0615	A FAIL defeats baseline certification; BLOCKED prevents certification.
0616	Raw-format universality	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-005	MEM-005-P0616	OR-0616	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0617	Direct-structure caller responsibility	REQUIRED	generic CP/M 2.2 baseline	MEM-002	MEM-002-P0617	OR-0617	A FAIL defeats baseline certification; BLOCKED prevents certification.
0618	Damaged-directory recovery	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-005	ERROR-005-P0618	OR-0618	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0619	Private BDOS target is not an application gateway	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-006	MEM-006-P0619	OR-0619	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0620	DRI submitted-command stream	REQUIRED	generic CP/M 2.2 baseline	CCP-008	CCP-008-P0620	OR-0620	A FAIL defeats baseline certification; BLOCKED prevents certification.
0621	XSUB buffered-input compatibility	REQUIRED	generic CP/M 2.2 baseline	CCP-008	CCP-008-P0621	OR-0621	A FAIL defeats baseline certification; BLOCKED prevents certification.
0622	Self-modifying transient execution	REQUIRED	generic CP/M 2.2 baseline	BIOS-007	BIOS-007-P0622	OR-0622	A FAIL defeats baseline certification; BLOCKED prevents certification.
0623	Intel 8080-compatible binary execution baseline	REQUIRED	generic CP/M 2.2 baseline	MEM-003	MEM-003-P0623	OR-0623	A FAIL defeats baseline certification; BLOCKED prevents certification.
0624	Declared processor-profile instruction semantics	REQUIRED	generic CP/M 2.2 baseline	MEM-003	MEM-003-P0624	OR-0624	A FAIL defeats baseline certification; BLOCKED prevents certification.
0625	Z80 extensions outside a generic CP/M claim	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-003	MEM-003-P0625	OR-0625	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0626	Undocumented processor behavior	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-003	MEM-003-P0626	OR-0626	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0627	Processor timing and interrupt topology	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	HW-003	HW-003-P0627	OR-0627	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
