entry	compatibility_requirement	evidence_source	responsible_boundary	validation_method	classification	responsibility_rule
0379	Protected-disk Make	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0380	Protected-disk sequential write	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0381	Protected-disk random write	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0382	Protected-disk delete	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0383	Protected-disk rename	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0384	Protection before mutation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0385	Fatal presentation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0386	Fatal handler internals	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0387	Exact diagnostic text	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0388	Late attribute change versus dirty FCB	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0389	Automatic media-change protection	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0390	CBIOS physical read result	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0391	CBIOS physical write result	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0392	BIOS retry responsibility	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0393	Physical/logical error separation	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0394	Bad Sector presentation	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0395	Physical-error ignore choice	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0396	Physical-error abort choice	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0397	Abort restart details	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0398	Result after ignored physical error	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0399	DMA after ignored physical read	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0400	Persistence after ignored physical write	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0401	Make persistence after physical error	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0402	Close persistence after physical error	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0403	Physical-write atomicity	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0404	Sequential read logical result	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0405	Sequential write logical result	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0406	Random read logical codes	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0407	Random write logical codes	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0408	Make/Delete/Rename/Close logical codes	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0409	DRI permanent-error internals	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0410	z80pack status values	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0411	Exact Bad Sector text	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0412	Accepted ignore characters	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0413	Structured physical-error extension	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0414	Function 12 CP/M version result	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Preserve external observation; internal realization remains free
0415	Function 32 user-number query	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Preserve external observation; internal realization remains free
0416	Function 32 user-number selection	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Preserve external observation; internal realization remains free
0417	Function 32 set-form result	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0418	Console functions do not use or overwrite DMA	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Preserve external observation; internal realization remains free
0419	Console and identity calls preserve DMA selection	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Preserve external observation; internal realization remains free
0420	Function 10 DE buffer is not DMA	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Preserve external observation; internal realization remains free
0421	DRI private console polling implementation	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0422	Function 6 E=FEh behavior	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	BDOS console-service boundary	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0423	Function 34 is not Compute File Size	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0424	Function 27 allocation-vector pointer	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	REQUIRED	Preserve external observation; internal realization remains free
0425	Allocation-vector length and bit mapping	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	REQUIRED	Preserve external observation; internal realization remains free
0426	Reserved directory allocation bits	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	REQUIRED	Preserve external observation; internal realization remains free
0427	Live allocation state	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	REQUIRED	Preserve external observation; internal realization remains free
0428	Allocation-pointer address and lifetime	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0429	Application modification of allocation vector	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0430	Read-only allocation information	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0431	Function 31 DPB pointer and layout	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	REQUIRED	Preserve external observation; internal realization remains free
0432	DPB configuration and sharing	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	REQUIRED	Preserve external observation; internal realization remains free
0433	Documented DPB modification	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	REQUIRED	Preserve external observation; internal realization remains free
0434	DPB address and lifetime	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	BDOS system/disk-state boundary	BDOS-STATE-002,BIOS-006	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0435	Function 37 compatibility status	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0436	Function 3 Reader convention	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	REQUIRED	Preserve external observation; internal realization remains free
0437	Reader completion and optional-device behavior	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0438	Reader separation from console	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	REQUIRED	Preserve external observation; internal realization remains free
0439	Function 4 Punch convention	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	REQUIRED	Preserve external observation; internal realization remains free
0440	Function 5 List convention	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	REQUIRED	Preserve external observation; internal realization remains free
0441	Character-output result values	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0442	Function 7 IOBYTE query	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	REQUIRED	Preserve external observation; internal realization remains free
0443	Function 8 IOBYTE set	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	REQUIRED	Preserve external observation; internal realization remains free
0444	IOBYTE field encoding	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	REQUIRED	Preserve external observation; internal realization remains free
0445	IOBYTE routing boundary	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	REQUIRED	Preserve external observation; internal realization remains free
0446	Active IOBYTE routing policy	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0447	IOBYTE set has no initialization contract	018 - CP/M 2.2 BDOS Character Devices and IOBYTE Semantics; I052 BIOS-003,COMM-002	BIOS configured-platform boundary	BIOS-003,COMM-002	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0448	Character-device DMA independence	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0449	Stateful BIOS disk setup	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0450	SELDSK result and deferral	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0451	Public DPH layout	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0452	DPH address and private workspace	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0453	Track mapping and OFF	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0454	Sector translation chain	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0455	Translation implementation freedom	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0456	BIOS DMA state	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0457	BIOS logical-sector transfer	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0458	BIOS WRITE type codes	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	REQUIRED	Preserve external observation; internal realization remains free
0459	Physical storage freedom	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	BIOS configured-platform boundary	BIOS-004	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0460	BIOS disk-call reentrancy	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0461	BIOS jump-vector structure	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0462	BIOS vector address freedom	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0463	BIOS-base discovery through WBOOT gateway	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0464	BOOT control contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0465	WBOOT control contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0466	Warm-start gateway reconstruction	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0467	Boot implementation freedom	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0468	BIOS console status contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0469	BIOS console input contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0470	BIOS character output contracts	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0471	BIOS reader contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0472	LISTST result policy	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0473	Direct BIOS call layering	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	BIOS configured-platform boundary	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Preserve external observation; internal realization remains free
0474	BIOS residual registers and reentrancy	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0475	CCP semantic prompt	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0476	CCP prompt presentation freedom	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0477	CCP buffered command acquisition	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0478	DRI CCP command capacity	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0479	CCP empty and SPACE-only commands	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0480	TAB is not CCP SPACE	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0481	CCP ASCII case normalization	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0482	CCP built-in command set	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0483	Exact built-in-name matching	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
