ledger_entry	case_id	case_version	oracle_id	oracle_version	parent_test_id	executable	module_case	requirement	classification	applicability	rc1_dependencies	selected_profile_ids	safety_class	required_fixture	implementation_status	proposed_reuse
0078	BDOS-CON-002-P0078	1.0.0	OR-0078	1.0.0	BDOS-CON-002	CONSTEST.COM	CON-028	Function 6 direct output bypasses Ctrl-S scrolling control	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0079	BDOS-CON-005-P0079	1.0.0	OR-0079	1.0.0	BDOS-CON-005	CONSTEST.COM	CON-029	Function 6 direct output bypasses Ctrl-P printer echo	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0080	BDOS-CON-002-P0080	1.0.0	OR-0080	1.0.0	BDOS-CON-002	CONSTEST.COM	CON-030	Function 6 direct output has no function-specific result	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0081	BDOS-CON-005-P0081	1.0.0	OR-0081	1.0.0	BDOS-CON-005	CONSTEST.COM	CON-031	Function 6 nonblocking-input selection	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0082	BDOS-CON-002-P0082	1.0.0	OR-0082	1.0.0	BDOS-CON-002	CONSTEST.COM	CON-032	Function 6 no-input result	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0083	BDOS-CON-005-P0083	1.0.0	OR-0083	1.0.0	BDOS-CON-005	CONSTEST.COM	CON-033	Function 6 ready-input result	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0084	BDOS-CON-002-P0084	1.0.0	OR-0084	1.0.0	BDOS-CON-002	CONSTEST.COM	CON-034	Function 6 input is unadorned	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0085	BDOS-CON-005-P0085	1.0.0	OR-0085	1.0.0	BDOS-CON-005	CONSTEST.COM	CON-035	Function 11 not-ready result	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0086	BDOS-CON-002-P0086	1.0.0	OR-0086	1.0.0	BDOS-CON-002	CONSTEST.COM	CON-036	Exact function 11 ready result	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0087	BDOS-CON-005-P0087	1.0.0	OR-0087	1.0.0	BDOS-CON-005	CONSTEST.COM	CON-037	Function 11 pending-byte retention	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0088	BDOS-CON-002-P0088	1.0.0	OR-0088	1.0.0	BDOS-CON-002	CONSTEST.COM	CON-038	DRI function 6 ignores retained pending byte	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0089	BDOS-CON-005-P0089	1.0.0	OR-0089	1.0.0	BDOS-CON-005	CONSTEST.COM	CON-039	DRI function 6 E=FEh behavior	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0090	BDOS-CON-003-P0090	1.0.0	OR-0090	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-040	DRI private pending-byte representation	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0091	BDOS-CON-003-P0091	1.0.0	OR-0091	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-041	Function 1 selector	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0092	BDOS-CON-003-P0092	1.0.0	OR-0092	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-042	Function 1 blocking behavior	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0093	BDOS-CON-003-P0093	1.0.0	OR-0093	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-043	Function 1 result character	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0094	BDOS-CON-003-P0094	1.0.0	OR-0094	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-044	Function 1 echoes graphic characters	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0095	BDOS-CON-003-P0095	1.0.0	OR-0095	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-045	Function 1 echoes CR	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0096	BDOS-CON-003-P0096	1.0.0	OR-0096	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-046	Function 1 echoes LF	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0097	BDOS-CON-003-P0097	1.0.0	OR-0097	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-047	Function 1 echoes backspace	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0098	BDOS-CON-003-P0098	1.0.0	OR-0098	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-048	Function 1 TAB echo expansion	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0099	BDOS-CON-003-P0099	1.0.0	OR-0099	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-049	Function 1 ordinary controls are not echoed	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0100	BDOS-CON-003-P0100	1.0.0	OR-0100	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-050	Function 1 echo uses shared formatted-console state	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0101	BDOS-CON-003-P0101	1.0.0	OR-0101	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-051	Function 1 echo participates in scrolling control	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0102	BDOS-CON-003-P0102	1.0.0	OR-0102	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-052	Function 1 echo participates in active printer echo	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0103	BDOS-CON-003-P0103	1.0.0	OR-0103	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-053	Function-1 Ctrl-P printer-echo state change	PROFILE REQUIRED	the DRI formatted-console profile	MEM-001; BIOS-001 as applicable	DRI-CONSOLE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0104	BDOS-CON-003-P0104	1.0.0	OR-0104	1.0.0	BDOS-CON-003	CONSTEST.COM	CON-054	Function 1 consumes function-11-retained input	PROFILE REQUIRED	the DRI formatted-console profile	MEM-001; BIOS-001 as applicable	DRI-CONSOLE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0105	BDOS-CON-004-P0105	1.0.0	OR-0105	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-055	DRI private function-1 implementation details	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0106	BDOS-CON-004-P0106	1.0.0	OR-0106	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-056	Function 10 selector and buffer address	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0107	BDOS-CON-004-P0107	1.0.0	OR-0107	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-057	Function 10 maximum byte	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0108	BDOS-CON-004-P0108	1.0.0	OR-0108	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-058	Function 10 returned count	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0109	BDOS-CON-004-P0109	1.0.0	OR-0109	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-059	Function 10 returned data location	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0110	BDOS-CON-004-P0110	1.0.0	OR-0110	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-060	Bytes beyond function-10 returned count	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0111	BDOS-CON-004-P0111	1.0.0	OR-0111	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-061	Function 10 CR termination	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0112	BDOS-CON-004-P0112	1.0.0	OR-0112	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-062	Function 10 LF termination	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0113	BDOS-CON-004-P0113	1.0.0	OR-0113	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-063	Function 10 capacity termination	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0114	BDOS-CON-004-P0114	1.0.0	OR-0114	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-064	Function 10 ordinary-character storage and echo	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0115	BDOS-CON-004-P0115	1.0.0	OR-0115	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-065	Function 10 backspace editing	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0116	BDOS-CON-004-P0116	1.0.0	OR-0116	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-066	Function 10 DEL editing	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0117	BDOS-CON-004-P0117	1.0.0	OR-0117	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-067	Function 10 initial Ctrl-C warm restart	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0118	BDOS-CON-004-P0118	1.0.0	OR-0118	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-068	Function 10 Ctrl-E line continuation	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0119	BDOS-CON-004-P0119	1.0.0	OR-0119	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-069	Function 10 Ctrl-R redisplay	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0120	BDOS-CON-004-P0120	1.0.0	OR-0120	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-070	Function 10 Ctrl-U line deletion	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0121	BDOS-CON-004-P0121	1.0.0	OR-0121	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-071	Function 10 Ctrl-X line deletion	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0122	BDOS-CON-004-P0122	1.0.0	OR-0122	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-072	Function 10 starting-column-relative editing	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0123	BDOS-CON-004-P0123	1.0.0	OR-0123	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-073	Function 10 stores no line terminator	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0124	BDOS-CON-004-P0124	1.0.0	OR-0124	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-074	Function 10 has no function-specific register result	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0125	BDOS-CON-004-P0125	1.0.0	OR-0125	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-075	Function 10 Ctrl-P exclusion and printer-echo toggle	PROFILE REQUIRED	the DRI line-editor profile	MEM-001; BIOS-001 as applicable	DRI-LINE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0126	BDOS-CON-004-P0126	1.0.0	OR-0126	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-076	Function 10 post-Ctrl-P echo state	PROFILE REQUIRED	the DRI line-editor profile	MEM-001; BIOS-001 as applicable	DRI-LINE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0127	BDOS-CON-004-P0127	1.0.0	OR-0127	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-077	Function 10 seven-bit input masking	PROFILE REQUIRED	the DRI line-editor profile	MEM-001; BIOS-001 as applicable	DRI-LINE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0128	BDOS-CON-004-P0128	1.0.0	OR-0128	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-078	Function 10 exact correction-display bytes	PROFILE REQUIRED	the DRI line-editor presentation profile	MEM-001; BIOS-001 as applicable	DRI-LINE-PRES	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0129	BDOS-CON-004-P0129	1.0.0	OR-0129	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-079	Function 10 noninitial Ctrl-C behavior	PROFILE REQUIRED	the DRI line-editor profile	MEM-001; BIOS-001 as applicable	DRI-LINE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0130	BDOS-CON-004-P0130	1.0.0	OR-0130	1.0.0	BDOS-CON-004	CONSTEST.COM	CON-080	DRI private function-10 editor organization	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0131	BDOS-STATE-002-P0131	1.0.0	OR-0131	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-018	DRI function-10 zero common result	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0132	BDOS-STATE-002-P0132	1.0.0	OR-0132	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-019	Function 13 selector	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0133	BDOS-STATE-002-P0133	1.0.0	OR-0133	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-020	Function 13 read/write reset	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0134	BDOS-STATE-002-P0134	1.0.0	OR-0134	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-021	Function 13 selects drive A	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0135	BDOS-STATE-002-P0135	1.0.0	OR-0135	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-022	Function 13 restores default DMA	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0136	BDOS-STATE-002-P0136	1.0.0	OR-0136	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-023	Function 13 resets login vector	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0137	BDOS-STATE-002-P0137	1.0.0	OR-0137	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-024	Function 13 function-specific result	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0138	BDOS-STATE-002-P0138	1.0.0	OR-0138	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-025	Function 14 selector	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0139	BDOS-STATE-002-P0139	1.0.0	OR-0139	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-026	Function 14 drive numbering	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0140	BDOS-STATE-002-P0140	1.0.0	OR-0140	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-027	Function 14 changes current disk	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0141	BDOS-STATE-002-P0141	1.0.0	OR-0141	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-028	Function 14 logs selected drive	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0142	BDOS-STATE-002-P0142	1.0.0	OR-0142	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-029	Login vector is cumulative	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0143	BDOS-STATE-002-P0143	1.0.0	OR-0143	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-030	Standard media-change read-only behavior	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0144	BDOS-STATE-002-P0144	1.0.0	OR-0144	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-031	FCB drive code zero uses current disk	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0145	BDOS-STATE-002-P0145	1.0.0	OR-0145	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-032	Explicit FCB drive selection	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0146	BDOS-STATE-002-P0146	1.0.0	OR-0146	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-033	Explicit FCB selection does not permanently change current disk	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0147	BDOS-STATE-002-P0147	1.0.0	OR-0147	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-034	Function 24 login vector result	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0148	BDOS-STATE-002-P0148	1.0.0	OR-0148	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-035	Login vector bit mapping	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0149	BDOS-STATE-002-P0149	1.0.0	OR-0149	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-036	Login bit meaning	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0150	BDOS-STATE-002-P0150	1.0.0	OR-0150	1.0.0	BDOS-STATE-002	BDOSTEST.COM	BDO-037	Function 25 current disk result	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
