entry	compatibility_requirement	evidence_source	personality_responsibility	validation_method	classification	delegation_boundary
0108	Function 10 returned count	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0109	Function 10 returned data location	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0110	Bytes beyond function-10 returned count	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Personality non-guarantee: do not publish one stable result	BDOS-CON-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0111	Function 10 CR termination	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0112	Function 10 LF termination	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0113	Function 10 capacity termination	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0114	Function 10 ordinary-character storage and echo	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0115	Function 10 backspace editing	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0116	Function 10 DEL editing	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0117	Function 10 initial Ctrl-C warm restart	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0118	Function 10 Ctrl-E line continuation	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0119	Function 10 Ctrl-R redisplay	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0120	Function 10 Ctrl-U line deletion	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0121	Function 10 Ctrl-X line deletion	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0122	Function 10 starting-column-relative editing	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0123	Function 10 stores no line terminator	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-004	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0124	Function 10 has no function-specific register result	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Personality non-guarantee: do not publish one stable result	BDOS-CON-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0125	Function 10 Ctrl-P exclusion and printer-echo toggle	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Profile-gated CP/M-visible obligation if selected	BDOS-CON-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0126	Function 10 post-Ctrl-P echo state	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Profile-gated CP/M-visible obligation if selected	BDOS-CON-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0127	Function 10 seven-bit input masking	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Profile-gated CP/M-visible obligation if selected	BDOS-CON-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0128	Function 10 exact correction-display bytes	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Profile-gated CP/M-visible obligation if selected	BDOS-CON-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0129	Function 10 noninitial Ctrl-C behavior	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Profile-gated CP/M-visible obligation if selected	BDOS-CON-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0130	DRI private function-10 editor organization	006 - CP/M 2.2 BDOS Buffered Console Input and Line Editing Semantics; I052 BDOS-CON-004	Excluded from CP/M personality contract	BDOS-CON-004	NOT REQUIRED	No personality or provider structure constrained
0131	DRI function-10 zero common result	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Excluded from CP/M personality contract	BDOS-STATE-002	NOT REQUIRED	No personality or provider structure constrained
0132	Function 13 selector	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0133	Function 13 read/write reset	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0134	Function 13 selects drive A	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0135	Function 13 restores default DMA	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0136	Function 13 resets login vector	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0137	Function 13 function-specific result	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Personality non-guarantee: do not publish one stable result	BDOS-STATE-002	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0138	Function 14 selector	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0139	Function 14 drive numbering	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0140	Function 14 changes current disk	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0141	Function 14 logs selected drive	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0142	Login vector is cumulative	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0143	Standard media-change read-only behavior	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0144	FCB drive code zero uses current disk	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0145	Explicit FCB drive selection	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0146	Explicit FCB selection does not permanently change current disk	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0147	Function 24 login vector result	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0148	Login vector bit mapping	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0149	Login bit meaning	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0150	Function 25 current disk result	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0151	Function 14 invalid-drive result	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Personality non-guarantee: do not publish one stable result	BDOS-STATE-002	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0152	Function 13/14 synchronization of page-zero 0004h	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Excluded from CP/M personality contract	BDOS-STATE-002	NOT REQUIRED	No personality or provider structure constrained
0153	DRI private disk-state implementation	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Excluded from CP/M personality contract	BDOS-STATE-002	NOT REQUIRED	No personality or provider structure constrained
0154	Unavailable-drive presentation	007 - CP/M 2.2 BDOS Disk Reset Selection and Drive-State Query Semantics; I052 BDOS-STATE-002	Profile-gated CP/M-visible obligation if selected	BDOS-STATE-002	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0155	Function 13 user-number preservation	008 - CP/M 2.2 FCB File Identification and Open-Close Semantics; I052 BDOS-FILE-001,BDOS-FILE-002	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-001,BDOS-FILE-002	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0156	Investigation 008 finding	008 - CP/M 2.2 FCB File Identification and Open-Close Semantics; I052 BDOS-FILE-001,BDOS-FILE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-001,BDOS-FILE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0157	Investigation 008 finding	008 - CP/M 2.2 FCB File Identification and Open-Close Semantics; I052 BDOS-FILE-001,BDOS-FILE-002	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-001,BDOS-FILE-002	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
